Lmod has detected the following error: The following module(s) are unknown:
"python/3.10"

Please check the spelling or version number. Also try "module spider ..."
It is also possible your cache file is out-of-date; it may help to try:
  $ module --ignore_cache load "python/3.10"

Also make sure that all modulefiles written in TCL start with the string
#%Module



[INFO] CNN+BiLSTM | TRAIN=130703 | VAL=2804
[E06] b0210 | loss=0.3771 | acc=0.953
[E06] b0220 | loss=0.4770 | acc=0.875
[E06] b0230 | loss=0.4865 | acc=0.883
[E06] b0240 | loss=0.4016 | acc=0.930
[E06] b0250 | loss=0.3619 | acc=0.938
[E06] b0260 | loss=0.5625 | acc=0.859
[E06] b0270 | loss=0.4759 | acc=0.883
[E06] b0280 | loss=0.3753 | acc=0.938
[E06] b0290 | loss=0.4656 | acc=0.914
[E06] b0300 | loss=0.4265 | acc=0.914
[E06] b0310 | loss=0.4211 | acc=0.914
[E06] b0320 | loss=0.4775 | acc=0.891
[E06] b0330 | loss=0.3642 | acc=0.953
[E06] b0340 | loss=0.3803 | acc=0.938
[E06] b0350 | loss=0.4393 | acc=0.898
[E06] b0360 | loss=0.4005 | acc=0.914
[E06] b0370 | loss=0.4439 | acc=0.906
[E06] b0380 | loss=0.4989 | acc=0.875
[E06] b0390 | loss=0.4812 | acc=0.867
[E06] b0400 | loss=0.4297 | acc=0.906
[E06] b0410 | loss=0.4602 | acc=0.883
[E06] b0420 | loss=0.4694 | acc=0.891
[E06] b0430 | loss=0.4160 | acc=0.922
[E06] b0440 | loss=0.4235 | acc=0.906
[E06] b0450 | loss=0.4209 | acc=0.906
[E06] b0460 | loss=0.4039 | acc=0.930
[E06] b0470 | loss=0.5430 | acc=0.875
[E06] b0480 | loss=0.3778 | acc=0.953
[E06] b0490 | loss=0.4456 | acc=0.906
[E06] b0500 | loss=0.3952 | acc=0.922
[E06] b0510 | loss=0.4152 | acc=0.922
[E06] b0520 | loss=0.4885 | acc=0.859
[E06] b0530 | loss=0.4261 | acc=0.930
[E06] b0540 | loss=0.3903 | acc=0.922
[E06] b0550 | loss=0.4117 | acc=0.945
[E06] b0560 | loss=0.4300 | acc=0.914
[E06] b0570 | loss=0.3718 | acc=0.930
[E06] b0580 | loss=0.5343 | acc=0.859
[E06] b0590 | loss=0.4299 | acc=0.922
[E06] b0600 | loss=0.5159 | acc=0.883
[E06] b0610 | loss=0.4405 | acc=0.914
[E06] b0620 | loss=0.4784 | acc=0.883
[E06] b0630 | loss=0.4503 | acc=0.891
[E06] b0640 | loss=0.4340 | acc=0.891
[E06] b0650 | loss=0.4021 | acc=0.922
[E06] b0660 | loss=0.3519 | acc=0.945
[E06] b0670 | loss=0.4918 | acc=0.883
[E06] b0680 | loss=0.4784 | acc=0.875
[E06] b0690 | loss=0.3912 | acc=0.938
[E06] b0700 | loss=0.3749 | acc=0.938
[E06] b0710 | loss=0.4157 | acc=0.906
[E06] b0720 | loss=0.4039 | acc=0.930
[E06] b0730 | loss=0.4125 | acc=0.906
[E06] b0740 | loss=0.3611 | acc=0.938
[E06] b0750 | loss=0.4271 | acc=0.914
[E06] b0760 | loss=0.3863 | acc=0.945
[E06] b0770 | loss=0.4003 | acc=0.938
[E06] b0780 | loss=0.4161 | acc=0.914
[E06] b0790 | loss=0.4351 | acc=0.930
[E06] b0800 | loss=0.4122 | acc=0.914
[E06] b0810 | loss=0.4825 | acc=0.898
[E06] b0820 | loss=0.4006 | acc=0.938
[E06] b0830 | loss=0.4914 | acc=0.891
[E06] b0840 | loss=0.4476 | acc=0.891
[E06] b0850 | loss=0.4959 | acc=0.891
[E06] b0860 | loss=0.3988 | acc=0.914
[E06] b0870 | loss=0.4024 | acc=0.930
[E06] b0880 | loss=0.5079 | acc=0.891
[E06] b0890 | loss=0.3812 | acc=0.945
[E06] b0900 | loss=0.5255 | acc=0.875
[E06] b0910 | loss=0.4839 | acc=0.906
[E06] b0920 | loss=0.4529 | acc=0.914
[E06] b0930 | loss=0.4424 | acc=0.891
[E06] b0940 | loss=0.3986 | acc=0.930
[E06] b0950 | loss=0.3715 | acc=0.930
[E06] b0960 | loss=0.3727 | acc=0.930
[E06] b0970 | loss=0.4412 | acc=0.914
[E06] b0980 | loss=0.4552 | acc=0.891
[E06] b0990 | loss=0.3964 | acc=0.945
[E06] b1000 | loss=0.4006 | acc=0.945
[E06] b1010 | loss=0.4665 | acc=0.883
[E06] b1020 | loss=0.4322 | acc=0.922
[E06] total_loss=446.866 | VAL acc=0.913 | F1=0.771 | kappa=0.830
[SAVE] New best BiLSTM (by F1)
[E07] b0000 | loss=0.4708 | acc=0.906
[E07] b0010 | loss=0.4830 | acc=0.891
[E07] b0020 | loss=0.3609 | acc=0.953
[E07] b0030 | loss=0.4220 | acc=0.891
[E07] b0040 | loss=0.4203 | acc=0.906
[E07] b0050 | loss=0.3932 | acc=0.930
[E07] b0060 | loss=0.3348 | acc=0.961
[E07] b0070 | loss=0.5200 | acc=0.898
[E07] b0080 | loss=0.3601 | acc=0.945
[E07] b0090 | loss=0.3366 | acc=0.953
[E07] b0100 | loss=0.4351 | acc=0.906
[E07] b0110 | loss=0.3951 | acc=0.930
[E07] b0120 | loss=0.4044 | acc=0.922
[E07] b0130 | loss=0.4882 | acc=0.891
[E07] b0140 | loss=0.4299 | acc=0.906
[E07] b0150 | loss=0.4771 | acc=0.875
[E07] b0160 | loss=0.3681 | acc=0.945
[E07] b0170 | loss=0.3710 | acc=0.961
[E07] b0180 | loss=0.4412 | acc=0.891
[E07] b0190 | loss=0.3613 | acc=0.930
[E07] b0200 | loss=0.4372 | acc=0.906
[E07] b0210 | loss=0.4233 | acc=0.922
[E07] b0220 | loss=0.3546 | acc=0.945
[E07] b0230 | loss=0.4936 | acc=0.891
[E07] b0240 | loss=0.4343 | acc=0.891
[E07] b0250 | loss=0.5059 | acc=0.875
[E07] b0260 | loss=0.3800 | acc=0.945
[E07] b0270 | loss=0.3773 | acc=0.922
[E07] b0280 | loss=0.4209 | acc=0.922
[E07] b0290 | loss=0.4092 | acc=0.930
[E07] b0300 | loss=0.4503 | acc=0.914
[E07] b0310 | loss=0.4252 | acc=0.922
[E07] b0320 | loss=0.3988 | acc=0.922
[E07] b0330 | loss=0.3785 | acc=0.938
[E07] b0340 | loss=0.4085 | acc=0.930
[E07] b0350 | loss=0.3360 | acc=0.961
[E07] b0360 | loss=0.3550 | acc=0.945
[E07] b0370 | loss=0.3862 | acc=0.938
[E07] b0380 | loss=0.4201 | acc=0.914
[E07] b0390 | loss=0.3196 | acc=0.969
[E07] b0400 | loss=0.3962 | acc=0.945
[E07] b0410 | loss=0.3642 | acc=0.930
[E07] b0420 | loss=0.3765 | acc=0.930
[E07] b0430 | loss=0.3471 | acc=0.938
[E07] b0440 | loss=0.3302 | acc=0.953
[E07] b0450 | loss=0.3727 | acc=0.930
[E07] b0460 | loss=0.3809 | acc=0.922
[E07] b0470 | loss=0.4321 | acc=0.922
[E07] b0480 | loss=0.4917 | acc=0.867
[E07] b0490 | loss=0.4460 | acc=0.898
[E07] b0500 | loss=0.3836 | acc=0.938
[E07] b0510 | loss=0.4585 | acc=0.898
[E07] b0520 | loss=0.3772 | acc=0.953
[E07] b0530 | loss=0.5243 | acc=0.883
[E07] b0540 | loss=0.3939 | acc=0.938
[E07] b0550 | loss=0.4631 | acc=0.914
[E07] b0560 | loss=0.3681 | acc=0.945
[E07] b0570 | loss=0.4581 | acc=0.914
[E07] b0580 | loss=0.4373 | acc=0.906
[E07] b0590 | loss=0.4967 | acc=0.867
[E07] b0600 | loss=0.3631 | acc=0.938
[E07] b0610 | loss=0.3798 | acc=0.945
[E07] b0620 | loss=0.3713 | acc=0.945
[E07] b0630 | loss=0.3897 | acc=0.945
[E07] b0640 | loss=0.4488 | acc=0.898
[E07] b0650 | loss=0.3609 | acc=0.961
[E07] b0660 | loss=0.4136 | acc=0.930
[E07] b0670 | loss=0.4315 | acc=0.906
[E07] b0680 | loss=0.3639 | acc=0.922
[E07] b0690 | loss=0.2974 | acc=0.984
[E07] b0700 | loss=0.3993 | acc=0.938
[E07] b0710 | loss=0.4228 | acc=0.922
[E07] b0720 | loss=0.3750 | acc=0.922
[E07] b0730 | loss=0.4968 | acc=0.859
[E07] b0740 | loss=0.4310 | acc=0.922
[E07] b0750 | loss=0.4180 | acc=0.930
[E07] b0760 | loss=0.4123 | acc=0.930
[E07] b0770 | loss=0.3885 | acc=0.930
[E07] b0780 | loss=0.4436 | acc=0.906
[E07] b0790 | loss=0.3860 | acc=0.938
[E07] b0800 | loss=0.3134 | acc=0.977
[E07] b0810 | loss=0.4656 | acc=0.898
[E07] b0820 | loss=0.4284 | acc=0.930
[E07] b0830 | loss=0.3636 | acc=0.945
[E07] b0840 | loss=0.3167 | acc=0.969
[E07] b0850 | loss=0.3860 | acc=0.938
[E07] b0860 | loss=0.4214 | acc=0.922
[E07] b0870 | loss=0.3466 | acc=0.945
[E07] b0880 | loss=0.4428 | acc=0.898
[E07] b0890 | loss=0.3622 | acc=0.922
[E07] b0900 | loss=0.3666 | acc=0.945
[E07] b0910 | loss=0.5425 | acc=0.859
[E07] b0920 | loss=0.3556 | acc=0.938
[E07] b0930 | loss=0.3842 | acc=0.930
[E07] b0940 | loss=0.4032 | acc=0.953
[E07] b0950 | loss=0.3511 | acc=0.953
[E07] b0960 | loss=0.4126 | acc=0.914
[E07] b0970 | loss=0.3687 | acc=0.961
[E07] b0980 | loss=0.3932 | acc=0.906
[E07] b0990 | loss=0.3932 | acc=0.898
[E07] b1000 | loss=0.3971 | acc=0.906
[E07] b1010 | loss=0.4410 | acc=0.906
[E07] b1020 | loss=0.3602 | acc=0.938
[E07] total_loss=418.093 | VAL acc=0.878 | F1=0.696 | kappa=0.761
[E08] b0000 | loss=0.3869 | acc=0.945
[E08] b0010 | loss=0.3520 | acc=0.930
[E08] b0020 | loss=0.3000 | acc=0.977
[E08] b0030 | loss=0.3916 | acc=0.938
[E08] b0040 | loss=0.4253 | acc=0.906
[E08] b0050 | loss=0.4008 | acc=0.953
[E08] b0060 | loss=0.3932 | acc=0.922
[E08] b0070 | loss=0.3278 | acc=0.969
[E08] b0080 | loss=0.3991 | acc=0.922
[E08] b0090 | loss=0.3045 | acc=0.969
[E08] b0100 | loss=0.4052 | acc=0.938
[E08] b0110 | loss=0.4197 | acc=0.898
[E08] b0120 | loss=0.3745 | acc=0.961
[E08] b0130 | loss=0.4391 | acc=0.898
[E08] b0140 | loss=0.4419 | acc=0.914
[E08] b0150 | loss=0.3318 | acc=0.953
[E08] b0160 | loss=0.3656 | acc=0.961
[E08] b0170 | loss=0.3212 | acc=0.961
[E08] b0180 | loss=0.3770 | acc=0.961
[E08] b0190 | loss=0.3496 | acc=0.922
[E08] b0200 | loss=0.4639 | acc=0.891
[E08] b0210 | loss=0.3551 | acc=0.938
[E08] b0220 | loss=0.3916 | acc=0.922
[E08] b0230 | loss=0.3503 | acc=0.938
[E08] b0240 | loss=0.4087 | acc=0.922
[E08] b0250 | loss=0.4527 | acc=0.891
[E08] b0260 | loss=0.4004 | acc=0.906
[E08] b0270 | loss=0.4139 | acc=0.922
[E08] b0280 | loss=0.3942 | acc=0.914
[E08] b0290 | loss=0.3945 | acc=0.930
[E08] b0300 | loss=0.4261 | acc=0.914
[E08] b0310 | loss=0.4403 | acc=0.914
[E08] b0320 | loss=0.4340 | acc=0.906
[E08] b0330 | loss=0.3700 | acc=0.945
[E08] b0340 | loss=0.3940 | acc=0.938
[E08] b0350 | loss=0.3457 | acc=0.961
[E08] b0360 | loss=0.4361 | acc=0.938
[E08] b0370 | loss=0.3688 | acc=0.938
[E08] b0380 | loss=0.3484 | acc=0.953
[E08] b0390 | loss=0.3878 | acc=0.938
[E08] b0400 | loss=0.3698 | acc=0.938
[E08] b0410 | loss=0.3716 | acc=0.945
[E08] b0420 | loss=0.3054 | acc=0.953
[E08] b0430 | loss=0.4272 | acc=0.922
[E08] b0440 | loss=0.3564 | acc=0.953
[E08] b0450 | loss=0.3571 | acc=0.938
[E08] b0460 | loss=0.4221 | acc=0.922
[E08] b0470 | loss=0.3604 | acc=0.938
[E08] b0480 | loss=0.3667 | acc=0.953
[E08] b0490 | loss=0.4413 | acc=0.891
[E08] b0500 | loss=0.4317 | acc=0.922
[E08] b0510 | loss=0.4409 | acc=0.914
[E08] b0520 | loss=0.3968 | acc=0.938
[E08] b0530 | loss=0.3593 | acc=0.938
[E08] b0540 | loss=0.3097 | acc=0.961
[E08] b0550 | loss=0.4237 | acc=0.922
[E08] b0560 | loss=0.3554 | acc=0.961
[E08] b0570 | loss=0.3210 | acc=0.961
[E08] b0580 | loss=0.4248 | acc=0.914
[E08] b0590 | loss=0.3706 | acc=0.953
[E08] b0600 | loss=0.4058 | acc=0.930
[E08] b0610 | loss=0.3462 | acc=0.961
[E08] b0620 | loss=0.3778 | acc=0.930
[E08] b0630 | loss=0.3890 | acc=0.922
[E08] b0640 | loss=0.3740 | acc=0.938
[E08] b0650 | loss=0.4112 | acc=0.930
[E08] b0660 | loss=0.4146 | acc=0.930
[E08] b0670 | loss=0.3834 | acc=0.930
[E08] b0680 | loss=0.3627 | acc=0.938
[E08] b0690 | loss=0.3590 | acc=0.961
[E08] b0700 | loss=0.3720 | acc=0.953
[E08] b0710 | loss=0.4178 | acc=0.930
[E08] b0720 | loss=0.3760 | acc=0.938
[E08] b0730 | loss=0.4332 | acc=0.906
[E08] b0740 | loss=0.3898 | acc=0.953
[E08] b0750 | loss=0.3028 | acc=0.961
[E08] b0760 | loss=0.3761 | acc=0.930
[E08] b0770 | loss=0.3780 | acc=0.938
[E08] b0780 | loss=0.3429 | acc=0.953
[E08] b0790 | loss=0.3724 | acc=0.945
[E08] b0800 | loss=0.4589 | acc=0.914
[E08] b0810 | loss=0.4040 | acc=0.938
[E08] b0820 | loss=0.3507 | acc=0.953
[E08] b0830 | loss=0.4025 | acc=0.930
[E08] b0840 | loss=0.3902 | acc=0.945
[E08] b0850 | loss=0.4458 | acc=0.898
[E08] b0860 | loss=0.4206 | acc=0.922
[E08] b0870 | loss=0.3613 | acc=0.969
[E08] b0880 | loss=0.3906 | acc=0.914
[E08] b0890 | loss=0.3616 | acc=0.930
[E08] b0900 | loss=0.3335 | acc=0.953
[E08] b0910 | loss=0.3291 | acc=0.953
[E08] b0920 | loss=0.4064 | acc=0.914
[E08] b0930 | loss=0.4643 | acc=0.914
[E08] b0940 | loss=0.4085 | acc=0.922
[E08] b0950 | loss=0.3299 | acc=0.961
[E08] b0960 | loss=0.4063 | acc=0.930
[E08] b0970 | loss=0.3540 | acc=0.953
[E08] b0980 | loss=0.3380 | acc=0.961
[E08] b0990 | loss=0.3828 | acc=0.922
[E08] b1000 | loss=0.3730 | acc=0.945
[E08] b1010 | loss=0.3913 | acc=0.930
[E08] b1020 | loss=0.3851 | acc=0.961
[E08] total_loss=390.485 | VAL acc=0.888 | F1=0.708 | kappa=0.780
[E09] b0000 | loss=0.4999 | acc=0.852
[E09] b0010 | loss=0.4771 | acc=0.891
[E09] b0020 | loss=0.3517 | acc=0.969
[E09] b0030 | loss=0.3752 | acc=0.930
[E09] b0040 | loss=0.3247 | acc=0.953
[E09] b0050 | loss=0.3399 | acc=0.961
[E09] b0060 | loss=0.3527 | acc=0.953
[E09] b0070 | loss=0.3996 | acc=0.922
[E09] b0080 | loss=0.3905 | acc=0.953
[E09] b0090 | loss=0.3081 | acc=0.977
[E09] b0100 | loss=0.3896 | acc=0.938
[E09] b0110 | loss=0.3463 | acc=0.961
[E09] b0120 | loss=0.3257 | acc=0.969
[E09] b0130 | loss=0.3376 | acc=0.953
[E09] b0140 | loss=0.3766 | acc=0.930
[E09] b0150 | loss=0.4097 | acc=0.930
[E09] b0160 | loss=0.3831 | acc=0.945
[E09] b0170 | loss=0.4110 | acc=0.922
[E09] b0180 | loss=0.3808 | acc=0.938
[E09] b0190 | loss=0.3261 | acc=0.953
[E09] b0200 | loss=0.3057 | acc=0.977
[E09] b0210 | loss=0.3893 | acc=0.914
[E09] b0220 | loss=0.3660 | acc=0.922
[E09] b0230 | loss=0.4205 | acc=0.914
[E09] b0240 | loss=0.3837 | acc=0.945
[E09] b0250 | loss=0.3210 | acc=0.977
[E09] b0260 | loss=0.3549 | acc=0.945
[E09] b0270 | loss=0.3540 | acc=0.938
[E09] b0280 | loss=0.4003 | acc=0.930
[E09] b0290 | loss=0.4227 | acc=0.930
[E09] b0300 | loss=0.4001 | acc=0.938
[E09] b0310 | loss=0.4497 | acc=0.898
[E09] b0320 | loss=0.3707 | acc=0.938
[E09] b0330 | loss=0.4079 | acc=0.914
[E09] b0340 | loss=0.3269 | acc=0.961
[E09] b0350 | loss=0.4372 | acc=0.898
[E09] b0360 | loss=0.3244 | acc=0.953
[E09] b0370 | loss=0.3089 | acc=0.945
[E09] b0380 | loss=0.3473 | acc=0.961
[E09] b0390 | loss=0.3839 | acc=0.938
[E09] b0400 | loss=0.3531 | acc=0.945
[E09] b0410 | loss=0.3538 | acc=0.953
[E09] b0420 | loss=0.4004 | acc=0.938
[E09] b0430 | loss=0.3969 | acc=0.930
[E09] b0440 | loss=0.3651 | acc=0.945
[E09] b0450 | loss=0.4047 | acc=0.906
[E09] b0460 | loss=0.3503 | acc=0.930
[E09] b0470 | loss=0.3269 | acc=0.961
[E09] b0480 | loss=0.3897 | acc=0.914
[E09] b0490 | loss=0.3597 | acc=0.945
[E09] b0500 | loss=0.3505 | acc=0.938
[E09] b0510 | loss=0.4243 | acc=0.930
[E09] b0520 | loss=0.4700 | acc=0.891
[E09] b0530 | loss=0.3940 | acc=0.938
[E09] b0540 | loss=0.3512 | acc=0.945
[E09] b0550 | loss=0.3899 | acc=0.938
[E09] b0560 | loss=0.4035 | acc=0.914
[E09] b0570 | loss=0.3467 | acc=0.961
[E09] b0580 | loss=0.3238 | acc=0.961
[E09] b0590 | loss=0.3674 | acc=0.953
[E09] b0600 | loss=0.3536 | acc=0.945
[E09] b0610 | loss=0.3365 | acc=0.961
[E09] b0620 | loss=0.3795 | acc=0.922
[E09] b0630 | loss=0.2756 | acc=0.992
[E09] b0640 | loss=0.3965 | acc=0.891
[E09] b0650 | loss=0.4359 | acc=0.898
[E09] b0660 | loss=0.3710 | acc=0.961
[E09] b0670 | loss=0.3918 | acc=0.930
[E09] b0680 | loss=0.3162 | acc=0.977
[E09] b0690 | loss=0.3613 | acc=0.945
[E09] b0700 | loss=0.3237 | acc=0.977
[E09] b0710 | loss=0.4090 | acc=0.945
[E09] b0720 | loss=0.3349 | acc=0.930
[E09] b0730 | loss=0.3987 | acc=0.930
[E09] b0740 | loss=0.3304 | acc=0.961
[E09] b0750 | loss=0.3544 | acc=0.945
[E09] b0760 | loss=0.2643 | acc=0.992
[E09] b0770 | loss=0.4348 | acc=0.906
[E09] b0780 | loss=0.4080 | acc=0.922
[E09] b0790 | loss=0.3729 | acc=0.945
[E09] b0800 | loss=0.3651 | acc=0.945
[E09] b0810 | loss=0.3444 | acc=0.961
[E09] b0820 | loss=0.3614 | acc=0.930
[E09] b0830 | loss=0.3677 | acc=0.930
[E09] b0840 | loss=0.3424 | acc=0.953
[E09] b0850 | loss=0.3001 | acc=0.977
[E09] b0860 | loss=0.3688 | acc=0.930
[E09] b0870 | loss=0.4535 | acc=0.914
[E09] b0880 | loss=0.3411 | acc=0.961
[E09] b0890 | loss=0.3756 | acc=0.953
[E09] b0900 | loss=0.3082 | acc=0.977
[E09] b0910 | loss=0.3521 | acc=0.953
[E09] b0920 | loss=0.3480 | acc=0.945
[E09] b0930 | loss=0.3875 | acc=0.953
[E09] b0940 | loss=0.3635 | acc=0.945
[E09] b0950 | loss=0.3647 | acc=0.914
[E09] b0960 | loss=0.3773 | acc=0.922
[E09] b0970 | loss=0.3467 | acc=0.953
[E09] b0980 | loss=0.3432 | acc=0.961
[E09] b0990 | loss=0.3480 | acc=0.953
[E09] b1000 | loss=0.3424 | acc=0.977
[E09] b1010 | loss=0.3877 | acc=0.938
[E09] b1020 | loss=0.3293 | acc=0.945
[E09] total_loss=373.105 | VAL acc=0.902 | F1=0.753 | kappa=0.810
[E10] b0000 | loss=0.3789 | acc=0.938
[E10] b0010 | loss=0.3541 | acc=0.930
[E10] b0020 | loss=0.3232 | acc=0.961
[E10] b0030 | loss=0.3125 | acc=0.961
[E10] b0040 | loss=0.3376 | acc=0.961
[E10] b0050 | loss=0.4037 | acc=0.938
[E10] b0060 | loss=0.3414 | acc=0.938
[E10] b0070 | loss=0.2873 | acc=0.984
[E10] b0080 | loss=0.3419 | acc=0.953
[E10] b0090 | loss=0.2929 | acc=0.984
[E10] b0100 | loss=0.3496 | acc=0.953
[E10] b0110 | loss=0.3051 | acc=0.984
[E10] b0120 | loss=0.3931 | acc=0.930
[E10] b0130 | loss=0.3587 | acc=0.945
[E10] b0140 | loss=0.3498 | acc=0.945
[E10] b0150 | loss=0.3464 | acc=0.961
[E10] b0160 | loss=0.3527 | acc=0.961
[E10] b0170 | loss=0.3819 | acc=0.938
[E10] b0180 | loss=0.3537 | acc=0.945
[E10] b0190 | loss=0.3216 | acc=0.969
[E10] b0200 | loss=0.3521 | acc=0.945
[E10] b0210 | loss=0.2754 | acc=1.000
[E10] b0220 | loss=0.3391 | acc=0.945
[E10] b0230 | loss=0.3704 | acc=0.953
[E10] b0240 | loss=0.2815 | acc=0.992
[E10] b0250 | loss=0.3437 | acc=0.961
[E10] b0260 | loss=0.3862 | acc=0.930
[E10] b0270 | loss=0.3902 | acc=0.898
[E10] b0280 | loss=0.3550 | acc=0.961
[E10] b0290 | loss=0.3637 | acc=0.945
[E10] b0300 | loss=0.3650 | acc=0.945
[E10] b0310 | loss=0.3842 | acc=0.953
[E10] b0320 | loss=0.3511 | acc=0.984
[E10] b0330 | loss=0.3721 | acc=0.945
[E10] b0340 | loss=0.3486 | acc=0.953
[E10] b0350 | loss=0.3202 | acc=0.969
[E10] b0360 | loss=0.4329 | acc=0.898
[E10] b0370 | loss=0.3218 | acc=0.961
[E10] b0380 | loss=0.3176 | acc=0.969
[E10] b0390 | loss=0.3782 | acc=0.938
[E10] b0400 | loss=0.4815 | acc=0.922
[E10] b0410 | loss=0.3502 | acc=0.969
[E10] b0420 | loss=0.2988 | acc=0.977
[E10] b0430 | loss=0.3090 | acc=0.961
[E10] b0440 | loss=0.3365 | acc=0.961
[E10] b0450 | loss=0.2984 | acc=0.969
[E10] b0460 | loss=0.3208 | acc=0.969
[E10] b0470 | loss=0.3270 | acc=0.969
[E10] b0480 | loss=0.2906 | acc=0.977
[E10] b0490 | loss=0.3989 | acc=0.930
[E10] b0500 | loss=0.3278 | acc=0.961
[E10] b0510 | loss=0.3558 | acc=0.945
[E10] b0520 | loss=0.3190 | acc=0.977
[E10] b0530 | loss=0.4125 | acc=0.914
[E10] b0540 | loss=0.3350 | acc=0.945
[E10] b0550 | loss=0.3590 | acc=0.961
[E10] b0560 | loss=0.3129 | acc=0.953
[E10] b0570 | loss=0.3738 | acc=0.961
[E10] b0580 | loss=0.3659 | acc=0.938
[E10] b0590 | loss=0.3911 | acc=0.945
[E10] b0600 | loss=0.3595 | acc=0.945
[E10] b0610 | loss=0.3275 | acc=0.961
[E10] b0620 | loss=0.3216 | acc=0.969
[E10] b0630 | loss=0.3883 | acc=0.938
[E10] b0640 | loss=0.3434 | acc=0.961
[E10] b0650 | loss=0.3420 | acc=0.953
[E10] b0660 | loss=0.4597 | acc=0.906
[E10] b0670 | loss=0.2980 | acc=0.969
[E10] b0680 | loss=0.3652 | acc=0.938
[E10] b0690 | loss=0.2948 | acc=0.984
[E10] b0700 | loss=0.2922 | acc=0.977
[E10] b0710 | loss=0.3259 | acc=0.961
[E10] b0720 | loss=0.2740 | acc=0.984
[E10] b0730 | loss=0.3673 | acc=0.938
[E10] b0740 | loss=0.3614 | acc=0.945
[E10] b0750 | loss=0.2946 | acc=0.984
[E10] b0760 | loss=0.3577 | acc=0.953
[E10] b0770 | loss=0.3102 | acc=0.977
[E10] b0780 | loss=0.2997 | acc=0.977
[E10] b0790 | loss=0.3041 | acc=0.961
[E10] b0800 | loss=0.3566 | acc=0.945
[E10] b0810 | loss=0.3147 | acc=0.953
[E10] b0820 | loss=0.3355 | acc=0.945
[E10] b0830 | loss=0.3402 | acc=0.953
[E10] b0840 | loss=0.3048 | acc=0.969
[E10] b0850 | loss=0.3654 | acc=0.953
[E10] b0860 | loss=0.3434 | acc=0.969
[E10] b0870 | loss=0.3096 | acc=0.961
[E10] b0880 | loss=0.3962 | acc=0.930
[E10] b0890 | loss=0.3542 | acc=0.945
[E10] b0900 | loss=0.3619 | acc=0.961
[E10] b0910 | loss=0.3449 | acc=0.953
[E10] b0920 | loss=0.3437 | acc=0.945
[E10] b0930 | loss=0.3183 | acc=0.961
[E10] b0940 | loss=0.3500 | acc=0.945
[E10] b0950 | loss=0.3332 | acc=0.961
[E10] b0960 | loss=0.3892 | acc=0.930
[E10] b0970 | loss=0.3449 | acc=0.930
[E10] b0980 | loss=0.3489 | acc=0.953
[E10] b0990 | loss=0.3327 | acc=0.953
[E10] b1000 | loss=0.3360 | acc=0.961
[E10] b1010 | loss=0.2933 | acc=0.977
[E10] b1020 | loss=0.2923 | acc=0.969
[E10] total_loss=356.547 | VAL acc=0.898 | F1=0.730 | kappa=0.800
[E11] b0000 | loss=0.3987 | acc=0.953
[E11] b0010 | loss=0.3086 | acc=0.953
[E11] b0020 | loss=0.3268 | acc=0.953
[E11] b0030 | loss=0.3804 | acc=0.938
[E11] b0040 | loss=0.3557 | acc=0.953
[E11] b0050 | loss=0.3677 | acc=0.953
[E11] b0060 | loss=0.3549 | acc=0.953
[E11] b0070 | loss=0.3993 | acc=0.914
[E11] b0080 | loss=0.4180 | acc=0.922
[E11] b0090 | loss=0.3003 | acc=0.977
[E11] b0100 | loss=0.4401 | acc=0.930
[E11] b0110 | loss=0.3085 | acc=0.945
[E11] b0120 | loss=0.2885 | acc=0.992
[E11] b0130 | loss=0.3324 | acc=0.969
[E11] b0140 | loss=0.2985 | acc=0.977
[E11] b0150 | loss=0.3726 | acc=0.938
[E11] b0160 | loss=0.2998 | acc=0.984
[E11] b0170 | loss=0.3085 | acc=0.969
[E11] b0180 | loss=0.3650 | acc=0.945
[E11] b0190 | loss=0.2944 | acc=0.977
[E11] b0200 | loss=0.3256 | acc=0.945
[E11] b0210 | loss=0.3344 | acc=0.953
[E11] b0220 | loss=0.3628 | acc=0.945
[E11] b0230 | loss=0.2899 | acc=0.977
[E11] b0240 | loss=0.2875 | acc=0.984
[E11] b0250 | loss=0.3256 | acc=0.977
[E11] b0260 | loss=0.2896 | acc=0.977
[E11] b0270 | loss=0.2925 | acc=0.984
[E11] b0280 | loss=0.3679 | acc=0.945
[E11] b0290 | loss=0.3282 | acc=0.961
[E11] b0300 | loss=0.3641 | acc=0.938
[E11] b0310 | loss=0.3266 | acc=0.969
[E11] b0320 | loss=0.3447 | acc=0.945
[E11] b0330 | loss=0.2932 | acc=0.977
[E11] b0340 | loss=0.3269 | acc=0.969
[E11] b0350 | loss=0.3123 | acc=0.961
[E11] b0360 | loss=0.3338 | acc=0.961
[E11] b0370 | loss=0.3289 | acc=0.938
[E11] b0380 | loss=0.3247 | acc=0.969
[E11] b0390 | loss=0.3410 | acc=0.953
[E11] b0400 | loss=0.2871 | acc=0.992
[E11] b0410 | loss=0.2749 | acc=0.984
[E11] b0420 | loss=0.3573 | acc=0.945
[E11] b0430 | loss=0.2823 | acc=0.984
[E11] b0440 | loss=0.2591 | acc=0.992
[E11] b0450 | loss=0.3152 | acc=0.977
[E11] b0460 | loss=0.2864 | acc=0.977
[E11] b0470 | loss=0.3761 | acc=0.938
[E11] b0480 | loss=0.3258 | acc=0.961
[E11] b0490 | loss=0.3524 | acc=0.961
