Lmod has detected the following error: The following module(s) are unknown:
"python/3.10"

Please check the spelling or version number. Also try "module spider ..."
It is also possible your cache file is out-of-date; it may help to try:
  $ module --ignore_cache load "python/3.10"

Also make sure that all modulefiles written in TCL start with the string
#%Module



[INFO] Epoch-level CNN | TRAIN=130703 | VAL=2804
[E10] batch 0170 | loss=0.7920 | acc=0.746
[E10] batch 0180 | loss=0.7237 | acc=0.793
[E10] batch 0190 | loss=0.7660 | acc=0.754
[E10] batch 0200 | loss=0.6414 | acc=0.836
[E10] batch 0210 | loss=0.7189 | acc=0.781
[E10] batch 0220 | loss=0.6390 | acc=0.812
[E10] batch 0230 | loss=0.6838 | acc=0.777
[E10] batch 0240 | loss=0.7074 | acc=0.781
[E10] batch 0250 | loss=0.7037 | acc=0.789
[E10] batch 0260 | loss=0.6660 | acc=0.781
[E10] batch 0270 | loss=0.6521 | acc=0.816
[E10] batch 0280 | loss=0.6738 | acc=0.805
[E10] batch 0290 | loss=0.6734 | acc=0.789
[E10] batch 0300 | loss=0.6888 | acc=0.793
[E10] batch 0310 | loss=0.7027 | acc=0.773
[E10] batch 0320 | loss=0.7561 | acc=0.750
[E10] batch 0330 | loss=0.6894 | acc=0.770
[E10] batch 0340 | loss=0.6663 | acc=0.816
[E10] batch 0350 | loss=0.6696 | acc=0.785
[E10] batch 0360 | loss=0.7146 | acc=0.789
[E10] batch 0370 | loss=0.6661 | acc=0.789
[E10] batch 0380 | loss=0.6529 | acc=0.820
[E10] batch 0390 | loss=0.6795 | acc=0.801
[E10] batch 0400 | loss=0.7261 | acc=0.758
[E10] batch 0410 | loss=0.6959 | acc=0.789
[E10] batch 0420 | loss=0.6859 | acc=0.785
[E10] batch 0430 | loss=0.6823 | acc=0.797
[E10] batch 0440 | loss=0.6618 | acc=0.816
[E10] batch 0450 | loss=0.7110 | acc=0.770
[E10] batch 0460 | loss=0.6913 | acc=0.805
[E10] batch 0470 | loss=0.7012 | acc=0.781
[E10] batch 0480 | loss=0.7305 | acc=0.762
[E10] batch 0490 | loss=0.6540 | acc=0.824
[E10] batch 0500 | loss=0.6820 | acc=0.793
[E10] batch 0510 | loss=0.6738 | acc=0.825
[E10] total_loss=348.893 | VAL acc=0.878 | F1=0.702 | kappa=0.765
[E11] batch 0000 | loss=0.7322 | acc=0.793
[E11] batch 0010 | loss=0.6638 | acc=0.816
[E11] batch 0020 | loss=0.7035 | acc=0.781
[E11] batch 0030 | loss=0.7359 | acc=0.750
[E11] batch 0040 | loss=0.7281 | acc=0.785
[E11] batch 0050 | loss=0.7178 | acc=0.781
[E11] batch 0060 | loss=0.7228 | acc=0.785
[E11] batch 0070 | loss=0.6956 | acc=0.789
[E11] batch 0080 | loss=0.6857 | acc=0.785
[E11] batch 0090 | loss=0.6893 | acc=0.836
[E11] batch 0100 | loss=0.6321 | acc=0.801
[E11] batch 0110 | loss=0.6095 | acc=0.840
[E11] batch 0120 | loss=0.7199 | acc=0.781
[E11] batch 0130 | loss=0.7003 | acc=0.785
[E11] batch 0140 | loss=0.6374 | acc=0.828
[E11] batch 0150 | loss=0.6851 | acc=0.809
[E11] batch 0160 | loss=0.6915 | acc=0.797
[E11] batch 0170 | loss=0.6992 | acc=0.809
[E11] batch 0180 | loss=0.7166 | acc=0.793
[E11] batch 0190 | loss=0.7276 | acc=0.781
[E11] batch 0200 | loss=0.6919 | acc=0.785
[E11] batch 0210 | loss=0.6479 | acc=0.836
[E11] batch 0220 | loss=0.7187 | acc=0.742
[E11] batch 0230 | loss=0.7112 | acc=0.781
[E11] batch 0240 | loss=0.7499 | acc=0.758
[E11] batch 0250 | loss=0.7488 | acc=0.766
[E11] batch 0260 | loss=0.7147 | acc=0.777
[E11] batch 0270 | loss=0.6283 | acc=0.840
[E11] batch 0280 | loss=0.6307 | acc=0.840
[E11] batch 0290 | loss=0.7394 | acc=0.793
[E11] batch 0300 | loss=0.7160 | acc=0.762
[E11] batch 0310 | loss=0.7143 | acc=0.809
[E11] batch 0320 | loss=0.7146 | acc=0.797
[E11] batch 0330 | loss=0.6783 | acc=0.812
[E11] batch 0340 | loss=0.6503 | acc=0.816
[E11] batch 0350 | loss=0.6549 | acc=0.820
[E11] batch 0360 | loss=0.6283 | acc=0.812
[E11] batch 0370 | loss=0.6946 | acc=0.777
[E11] batch 0380 | loss=0.7252 | acc=0.754
[E11] batch 0390 | loss=0.6407 | acc=0.809
[E11] batch 0400 | loss=0.7120 | acc=0.812
[E11] batch 0410 | loss=0.7330 | acc=0.754
[E11] batch 0420 | loss=0.6673 | acc=0.797
[E11] batch 0430 | loss=0.6882 | acc=0.789
[E11] batch 0440 | loss=0.6909 | acc=0.793
[E11] batch 0450 | loss=0.6551 | acc=0.816
[E11] batch 0460 | loss=0.6706 | acc=0.809
[E11] batch 0470 | loss=0.7459 | acc=0.762
[E11] batch 0480 | loss=0.6885 | acc=0.781
[E11] batch 0490 | loss=0.6094 | acc=0.883
[E11] batch 0500 | loss=0.7403 | acc=0.805
[E11] batch 0510 | loss=0.5901 | acc=0.888
[E11] total_loss=347.000 | VAL acc=0.876 | F1=0.691 | kappa=0.760
[E12] batch 0000 | loss=0.6493 | acc=0.809
[E12] batch 0010 | loss=0.7252 | acc=0.793
[E12] batch 0020 | loss=0.6798 | acc=0.789
[E12] batch 0030 | loss=0.6750 | acc=0.785
[E12] batch 0040 | loss=0.6826 | acc=0.793
[E12] batch 0050 | loss=0.6451 | acc=0.820
[E12] batch 0060 | loss=0.7161 | acc=0.781
[E12] batch 0070 | loss=0.6506 | acc=0.855
[E12] batch 0080 | loss=0.6365 | acc=0.832
[E12] batch 0090 | loss=0.6799 | acc=0.766
[E12] batch 0100 | loss=0.6988 | acc=0.766
[E12] batch 0110 | loss=0.6802 | acc=0.812
[E12] batch 0120 | loss=0.6230 | acc=0.844
[E12] batch 0130 | loss=0.6645 | acc=0.809
[E12] batch 0140 | loss=0.6283 | acc=0.828
[E12] batch 0150 | loss=0.6857 | acc=0.789
[E12] batch 0160 | loss=0.6685 | acc=0.820
[E12] batch 0170 | loss=0.6772 | acc=0.801
[E12] batch 0180 | loss=0.6985 | acc=0.758
[E12] batch 0190 | loss=0.6718 | acc=0.785
[E12] batch 0200 | loss=0.6235 | acc=0.832
[E12] batch 0210 | loss=0.7037 | acc=0.793
[E12] batch 0220 | loss=0.6583 | acc=0.805
[E12] batch 0230 | loss=0.6157 | acc=0.852
[E12] batch 0240 | loss=0.7227 | acc=0.781
[E12] batch 0250 | loss=0.6995 | acc=0.809
[E12] batch 0260 | loss=0.7336 | acc=0.766
[E12] batch 0270 | loss=0.6638 | acc=0.785
[E12] batch 0280 | loss=0.5962 | acc=0.859
[E12] batch 0290 | loss=0.6792 | acc=0.812
[E12] batch 0300 | loss=0.6859 | acc=0.828
[E12] batch 0310 | loss=0.6002 | acc=0.832
[E12] batch 0320 | loss=0.6817 | acc=0.805
[E12] batch 0330 | loss=0.7100 | acc=0.766
[E12] batch 0340 | loss=0.7403 | acc=0.762
[E12] batch 0350 | loss=0.6943 | acc=0.812
[E12] batch 0360 | loss=0.7229 | acc=0.773
[E12] batch 0370 | loss=0.7279 | acc=0.797
[E12] batch 0380 | loss=0.6628 | acc=0.824
[E12] batch 0390 | loss=0.6818 | acc=0.785
[E12] batch 0400 | loss=0.6880 | acc=0.793
[E12] batch 0410 | loss=0.7131 | acc=0.809
[E12] batch 0420 | loss=0.6797 | acc=0.781
[E12] batch 0430 | loss=0.6473 | acc=0.816
[E12] batch 0440 | loss=0.6801 | acc=0.797
[E12] batch 0450 | loss=0.6316 | acc=0.824
[E12] batch 0460 | loss=0.6657 | acc=0.812
[E12] batch 0470 | loss=0.6912 | acc=0.797
[E12] batch 0480 | loss=0.6378 | acc=0.816
[E12] batch 0490 | loss=0.6784 | acc=0.809
[E12] batch 0500 | loss=0.6526 | acc=0.840
[E12] batch 0510 | loss=0.7509 | acc=0.755
[E12] total_loss=346.103 | VAL acc=0.883 | F1=0.709 | kappa=0.774
[E13] batch 0000 | loss=0.6919 | acc=0.812
[E13] batch 0010 | loss=0.7164 | acc=0.789
[E13] batch 0020 | loss=0.6655 | acc=0.816
[E13] batch 0030 | loss=0.7015 | acc=0.805
[E13] batch 0040 | loss=0.6499 | acc=0.812
[E13] batch 0050 | loss=0.6658 | acc=0.816
[E13] batch 0060 | loss=0.6963 | acc=0.805
[E13] batch 0070 | loss=0.7751 | acc=0.781
[E13] batch 0080 | loss=0.6599 | acc=0.789
[E13] batch 0090 | loss=0.6156 | acc=0.824
[E13] batch 0100 | loss=0.6227 | acc=0.852
[E13] batch 0110 | loss=0.6695 | acc=0.801
[E13] batch 0120 | loss=0.7400 | acc=0.734
[E13] batch 0130 | loss=0.7241 | acc=0.797
[E13] batch 0140 | loss=0.6485 | acc=0.812
[E13] batch 0150 | loss=0.6303 | acc=0.805
[E13] batch 0160 | loss=0.6807 | acc=0.777
[E13] batch 0170 | loss=0.6955 | acc=0.805
[E13] batch 0180 | loss=0.6772 | acc=0.816
[E13] batch 0190 | loss=0.7169 | acc=0.766
[E13] batch 0200 | loss=0.7106 | acc=0.773
[E13] batch 0210 | loss=0.6705 | acc=0.793
[E13] batch 0220 | loss=0.6938 | acc=0.809
[E13] batch 0230 | loss=0.7085 | acc=0.805
[E13] batch 0240 | loss=0.6495 | acc=0.816
[E13] batch 0250 | loss=0.7211 | acc=0.766
[E13] batch 0260 | loss=0.6334 | acc=0.801
[E13] batch 0270 | loss=0.6727 | acc=0.789
[E13] batch 0280 | loss=0.6783 | acc=0.785
[E13] batch 0290 | loss=0.6778 | acc=0.797
[E13] batch 0300 | loss=0.6708 | acc=0.805
[E13] batch 0310 | loss=0.6802 | acc=0.773
[E13] batch 0320 | loss=0.7070 | acc=0.789
[E13] batch 0330 | loss=0.6406 | acc=0.828
[E13] batch 0340 | loss=0.6729 | acc=0.797
[E13] batch 0350 | loss=0.7336 | acc=0.781
[E13] batch 0360 | loss=0.6821 | acc=0.801
[E13] batch 0370 | loss=0.7275 | acc=0.773
[E13] batch 0380 | loss=0.6825 | acc=0.809
[E13] batch 0390 | loss=0.6444 | acc=0.836
[E13] batch 0400 | loss=0.6993 | acc=0.773
[E13] batch 0410 | loss=0.6528 | acc=0.809
[E13] batch 0420 | loss=0.6612 | acc=0.848
[E13] batch 0430 | loss=0.6537 | acc=0.789
[E13] batch 0440 | loss=0.6964 | acc=0.762
[E13] batch 0450 | loss=0.6711 | acc=0.809
[E13] batch 0460 | loss=0.6963 | acc=0.789
[E13] batch 0470 | loss=0.6887 | acc=0.789
[E13] batch 0480 | loss=0.6949 | acc=0.809
[E13] batch 0490 | loss=0.6600 | acc=0.828
[E13] batch 0500 | loss=0.6156 | acc=0.855
[E13] batch 0510 | loss=0.6778 | acc=0.804
[E13] total_loss=345.453 | VAL acc=0.888 | F1=0.715 | kappa=0.780
[E14] batch 0000 | loss=0.7263 | acc=0.785
[E14] batch 0010 | loss=0.6904 | acc=0.805
[E14] batch 0020 | loss=0.6701 | acc=0.793
[E14] batch 0030 | loss=0.7182 | acc=0.758
[E14] batch 0040 | loss=0.7054 | acc=0.789
[E14] batch 0050 | loss=0.6842 | acc=0.781
[E14] batch 0060 | loss=0.6868 | acc=0.801
[E14] batch 0070 | loss=0.7051 | acc=0.785
[E14] batch 0080 | loss=0.6965 | acc=0.797
[E14] batch 0090 | loss=0.6884 | acc=0.820
[E14] batch 0100 | loss=0.6744 | acc=0.809
[E14] batch 0110 | loss=0.6236 | acc=0.816
[E14] batch 0120 | loss=0.6576 | acc=0.824
[E14] batch 0130 | loss=0.6747 | acc=0.777
[E14] batch 0140 | loss=0.6993 | acc=0.785
[E14] batch 0150 | loss=0.6512 | acc=0.828
[E14] batch 0160 | loss=0.6665 | acc=0.777
[E14] batch 0170 | loss=0.6247 | acc=0.836
[E14] batch 0180 | loss=0.7378 | acc=0.742
[E14] batch 0190 | loss=0.6309 | acc=0.820
[E14] batch 0200 | loss=0.7164 | acc=0.797
[E14] batch 0210 | loss=0.7429 | acc=0.742
[E14] batch 0220 | loss=0.6473 | acc=0.809
[E14] batch 0230 | loss=0.6974 | acc=0.781
[E14] batch 0240 | loss=0.6606 | acc=0.812
[E14] batch 0250 | loss=0.6790 | acc=0.840
[E14] batch 0260 | loss=0.7149 | acc=0.781
[E14] batch 0270 | loss=0.6401 | acc=0.848
[E14] batch 0280 | loss=0.6763 | acc=0.809
[E14] batch 0290 | loss=0.6507 | acc=0.852
[E14] batch 0300 | loss=0.6986 | acc=0.781
[E14] batch 0310 | loss=0.6808 | acc=0.781
[E14] batch 0320 | loss=0.6368 | acc=0.844
[E14] batch 0330 | loss=0.6475 | acc=0.812
[E14] batch 0340 | loss=0.6581 | acc=0.809
[E14] batch 0350 | loss=0.6188 | acc=0.863
[E14] batch 0360 | loss=0.6686 | acc=0.812
[E14] batch 0370 | loss=0.6128 | acc=0.828
[E14] batch 0380 | loss=0.6392 | acc=0.828
[E14] batch 0390 | loss=0.6419 | acc=0.840
[E14] batch 0400 | loss=0.6601 | acc=0.777
[E14] batch 0410 | loss=0.6448 | acc=0.832
[E14] batch 0420 | loss=0.6169 | acc=0.812
[E14] batch 0430 | loss=0.6897 | acc=0.812
[E14] batch 0440 | loss=0.6572 | acc=0.840
[E14] batch 0450 | loss=0.6785 | acc=0.836
[E14] batch 0460 | loss=0.6968 | acc=0.789
[E14] batch 0470 | loss=0.6592 | acc=0.805
[E14] batch 0480 | loss=0.6819 | acc=0.809
[E14] batch 0490 | loss=0.6261 | acc=0.820
[E14] batch 0500 | loss=0.7019 | acc=0.789
[E14] batch 0510 | loss=0.6925 | acc=0.804
[E14] total_loss=342.688 | VAL acc=0.892 | F1=0.727 | kappa=0.791
[E15] batch 0000 | loss=0.7382 | acc=0.812
[E15] batch 0010 | loss=0.6460 | acc=0.812
[E15] batch 0020 | loss=0.6861 | acc=0.820
[E15] batch 0030 | loss=0.6725 | acc=0.805
[E15] batch 0040 | loss=0.6270 | acc=0.812
[E15] batch 0050 | loss=0.6754 | acc=0.809
[E15] batch 0060 | loss=0.6522 | acc=0.832
[E15] batch 0070 | loss=0.7509 | acc=0.766
[E15] batch 0080 | loss=0.5690 | acc=0.855
[E15] batch 0090 | loss=0.6603 | acc=0.809
[E15] batch 0100 | loss=0.6737 | acc=0.789
[E15] batch 0110 | loss=0.6663 | acc=0.793
[E15] batch 0120 | loss=0.6232 | acc=0.824
[E15] batch 0130 | loss=0.6509 | acc=0.824
[E15] batch 0140 | loss=0.6584 | acc=0.805
[E15] batch 0150 | loss=0.6823 | acc=0.805
[E15] batch 0160 | loss=0.6267 | acc=0.852
[E15] batch 0170 | loss=0.6356 | acc=0.820
[E15] batch 0180 | loss=0.6801 | acc=0.812
[E15] batch 0190 | loss=0.6900 | acc=0.793
[E15] batch 0200 | loss=0.6447 | acc=0.809
[E15] batch 0210 | loss=0.6454 | acc=0.801
[E15] batch 0220 | loss=0.6658 | acc=0.773
[E15] batch 0230 | loss=0.6988 | acc=0.773
[E15] batch 0240 | loss=0.6595 | acc=0.809
[E15] batch 0250 | loss=0.6463 | acc=0.816
[E15] batch 0260 | loss=0.6808 | acc=0.789
[E15] batch 0270 | loss=0.7075 | acc=0.785
[E15] batch 0280 | loss=0.6782 | acc=0.789
[E15] batch 0290 | loss=0.7077 | acc=0.797
[E15] batch 0300 | loss=0.6181 | acc=0.820
[E15] batch 0310 | loss=0.6857 | acc=0.809
[E15] batch 0320 | loss=0.6653 | acc=0.812
[E15] batch 0330 | loss=0.6218 | acc=0.828
[E15] batch 0340 | loss=0.6619 | acc=0.840
[E15] batch 0350 | loss=0.6994 | acc=0.785
[E15] batch 0360 | loss=0.6741 | acc=0.809
[E15] batch 0370 | loss=0.5973 | acc=0.820
[E15] batch 0380 | loss=0.7260 | acc=0.785
[E15] batch 0390 | loss=0.6544 | acc=0.809
[E15] batch 0400 | loss=0.6219 | acc=0.820
[E15] batch 0410 | loss=0.6912 | acc=0.793
[E15] batch 0420 | loss=0.6085 | acc=0.844
[E15] batch 0430 | loss=0.7239 | acc=0.770
[E15] batch 0440 | loss=0.6988 | acc=0.789
[E15] batch 0450 | loss=0.5846 | acc=0.867
[E15] batch 0460 | loss=0.7059 | acc=0.785
[E15] batch 0470 | loss=0.7416 | acc=0.758
[E15] batch 0480 | loss=0.6730 | acc=0.797
[E15] batch 0490 | loss=0.6820 | acc=0.781
[E15] batch 0500 | loss=0.6501 | acc=0.812
[E15] batch 0510 | loss=0.6779 | acc=0.776
[E15] total_loss=343.581 | VAL acc=0.887 | F1=0.714 | kappa=0.782
[E16] batch 0000 | loss=0.6653 | acc=0.781
[E16] batch 0010 | loss=0.6855 | acc=0.812
[E16] batch 0020 | loss=0.6598 | acc=0.809
[E16] batch 0030 | loss=0.7263 | acc=0.793
[E16] batch 0040 | loss=0.6334 | acc=0.816
[E16] batch 0050 | loss=0.6214 | acc=0.832
[E16] batch 0060 | loss=0.6521 | acc=0.809
[E16] batch 0070 | loss=0.6289 | acc=0.840
[E16] batch 0080 | loss=0.6522 | acc=0.812
[E16] batch 0090 | loss=0.5757 | acc=0.871
[E16] batch 0100 | loss=0.7033 | acc=0.812
[E16] batch 0110 | loss=0.6420 | acc=0.820
[E16] batch 0120 | loss=0.6509 | acc=0.820
[E16] batch 0130 | loss=0.6923 | acc=0.816
[E16] batch 0140 | loss=0.7060 | acc=0.773
[E16] batch 0150 | loss=0.6493 | acc=0.824
[E16] batch 0160 | loss=0.6522 | acc=0.805
[E16] batch 0170 | loss=0.6444 | acc=0.797
[E16] batch 0180 | loss=0.7380 | acc=0.793
[E16] batch 0190 | loss=0.6777 | acc=0.816
[E16] batch 0200 | loss=0.7366 | acc=0.773
[E16] batch 0210 | loss=0.6811 | acc=0.824
[E16] batch 0220 | loss=0.6289 | acc=0.824
[E16] batch 0230 | loss=0.7360 | acc=0.773
[E16] batch 0240 | loss=0.7355 | acc=0.754
[E16] batch 0250 | loss=0.6449 | acc=0.820
[E16] batch 0260 | loss=0.6907 | acc=0.793
[E16] batch 0270 | loss=0.6542 | acc=0.848
[E16] batch 0280 | loss=0.6643 | acc=0.824
[E16] batch 0290 | loss=0.6675 | acc=0.789
[E16] batch 0300 | loss=0.6386 | acc=0.805
[E16] batch 0310 | loss=0.6070 | acc=0.848
[E16] batch 0320 | loss=0.6591 | acc=0.816
[E16] batch 0330 | loss=0.6921 | acc=0.805
[E16] batch 0340 | loss=0.6283 | acc=0.836
[E16] batch 0350 | loss=0.6488 | acc=0.812
[E16] batch 0360 | loss=0.6573 | acc=0.820
[E16] batch 0370 | loss=0.7038 | acc=0.805
[E16] batch 0380 | loss=0.7019 | acc=0.781
[E16] batch 0390 | loss=0.6779 | acc=0.805
[E16] batch 0400 | loss=0.6419 | acc=0.832
[E16] batch 0410 | loss=0.7029 | acc=0.797
[E16] batch 0420 | loss=0.6544 | acc=0.812
[E16] batch 0430 | loss=0.6758 | acc=0.812
[E16] batch 0440 | loss=0.6184 | acc=0.859
[E16] batch 0450 | loss=0.6232 | acc=0.809
[E16] batch 0460 | loss=0.6896 | acc=0.770
[E16] batch 0470 | loss=0.6200 | acc=0.805
[E16] batch 0480 | loss=0.6635 | acc=0.793
[E16] batch 0490 | loss=0.6565 | acc=0.812
[E16] batch 0500 | loss=0.6824 | acc=0.797
[E16] batch 0510 | loss=0.6774 | acc=0.811
[E16] total_loss=340.244 | VAL acc=0.884 | F1=0.707 | kappa=0.774
[E17] batch 0000 | loss=0.6288 | acc=0.848
[E17] batch 0010 | loss=0.6495 | acc=0.836
[E17] batch 0020 | loss=0.7517 | acc=0.758
[E17] batch 0030 | loss=0.6575 | acc=0.801
[E17] batch 0040 | loss=0.7055 | acc=0.773
[E17] batch 0050 | loss=0.6152 | acc=0.801
[E17] batch 0060 | loss=0.7075 | acc=0.805
[E17] batch 0070 | loss=0.6132 | acc=0.832
[E17] batch 0080 | loss=0.6626 | acc=0.828
[E17] batch 0090 | loss=0.6716 | acc=0.824
[E17] batch 0100 | loss=0.6385 | acc=0.824
[E17] batch 0110 | loss=0.6627 | acc=0.812
[E17] batch 0120 | loss=0.6248 | acc=0.828
[E17] batch 0130 | loss=0.6530 | acc=0.844
[E17] batch 0140 | loss=0.6621 | acc=0.785
[E17] batch 0150 | loss=0.6361 | acc=0.848
[E17] batch 0160 | loss=0.6610 | acc=0.809
[E17] batch 0170 | loss=0.6721 | acc=0.832
[E17] batch 0180 | loss=0.7101 | acc=0.785
[E17] batch 0190 | loss=0.7743 | acc=0.770
[E17] batch 0200 | loss=0.6705 | acc=0.805
[E17] batch 0210 | loss=0.6532 | acc=0.812
[E17] batch 0220 | loss=0.6504 | acc=0.816
[E17] batch 0230 | loss=0.6211 | acc=0.824
[E17] batch 0240 | loss=0.6819 | acc=0.793
[E17] batch 0250 | loss=0.6519 | acc=0.816
[E17] batch 0260 | loss=0.6967 | acc=0.801
[E17] batch 0270 | loss=0.6210 | acc=0.805
[E17] batch 0280 | loss=0.6249 | acc=0.836
[E17] batch 0290 | loss=0.6497 | acc=0.801
[E17] batch 0300 | loss=0.7099 | acc=0.793
[E17] batch 0310 | loss=0.6191 | acc=0.812
[E17] batch 0320 | loss=0.6076 | acc=0.820
[E17] batch 0330 | loss=0.6069 | acc=0.844
[E17] batch 0340 | loss=0.6812 | acc=0.844
[E17] batch 0350 | loss=0.7021 | acc=0.770
[E17] batch 0360 | loss=0.7807 | acc=0.754
[E17] batch 0370 | loss=0.6958 | acc=0.781
[E17] batch 0380 | loss=0.6623 | acc=0.777
[E17] batch 0390 | loss=0.7545 | acc=0.754
[E17] batch 0400 | loss=0.7311 | acc=0.754
[E17] batch 0410 | loss=0.6518 | acc=0.797
[E17] batch 0420 | loss=0.6677 | acc=0.812
[E17] batch 0430 | loss=0.6432 | acc=0.828
[E17] batch 0440 | loss=0.6503 | acc=0.801
[E17] batch 0450 | loss=0.7126 | acc=0.781
[E17] batch 0460 | loss=0.7196 | acc=0.781
[E17] batch 0470 | loss=0.6493 | acc=0.840
[E17] batch 0480 | loss=0.6761 | acc=0.805
[E17] batch 0490 | loss=0.6976 | acc=0.793
[E17] batch 0500 | loss=0.6564 | acc=0.816
[E17] batch 0510 | loss=0.5758 | acc=0.832
[E17] total_loss=343.151 | VAL acc=0.889 | F1=0.715 | kappa=0.784
[E18] batch 0000 | loss=0.6590 | acc=0.828
[E18] batch 0010 | loss=0.6791 | acc=0.805
[E18] batch 0020 | loss=0.6500 | acc=0.816
[E18] batch 0030 | loss=0.6227 | acc=0.832
[E18] batch 0040 | loss=0.6411 | acc=0.812
[E18] batch 0050 | loss=0.6921 | acc=0.789
[E18] batch 0060 | loss=0.6625 | acc=0.824
[E18] batch 0070 | loss=0.6677 | acc=0.801
[E18] batch 0080 | loss=0.6480 | acc=0.812
[E18] batch 0090 | loss=0.7125 | acc=0.777
[E18] batch 0100 | loss=0.6659 | acc=0.805
[E18] batch 0110 | loss=0.6479 | acc=0.820
[E18] batch 0120 | loss=0.5926 | acc=0.859
[E18] batch 0130 | loss=0.6474 | acc=0.820
[E18] batch 0140 | loss=0.6563 | acc=0.820
[E18] batch 0150 | loss=0.6728 | acc=0.785
[E18] batch 0160 | loss=0.6723 | acc=0.816
[E18] batch 0170 | loss=0.6581 | acc=0.816
[E18] batch 0180 | loss=0.6623 | acc=0.793
[E18] batch 0190 | loss=0.5886 | acc=0.832
[E18] batch 0200 | loss=0.6646 | acc=0.793
[E18] batch 0210 | loss=0.7100 | acc=0.789
[E18] batch 0220 | loss=0.6571 | acc=0.820
[E18] batch 0230 | loss=0.6933 | acc=0.801
[E18] batch 0240 | loss=0.7184 | acc=0.781
[E18] batch 0250 | loss=0.6824 | acc=0.793
[E18] batch 0260 | loss=0.6281 | acc=0.801
[E18] batch 0270 | loss=0.6586 | acc=0.789
[E18] batch 0280 | loss=0.6787 | acc=0.781
[E18] batch 0290 | loss=0.7071 | acc=0.750
[E18] batch 0300 | loss=0.6592 | acc=0.828
[E18] batch 0310 | loss=0.6651 | acc=0.793
[E18] batch 0320 | loss=0.6503 | acc=0.801
[E18] batch 0330 | loss=0.6287 | acc=0.824
[E18] batch 0340 | loss=0.6944 | acc=0.789
[E18] batch 0350 | loss=0.6883 | acc=0.793
[E18] batch 0360 | loss=0.6240 | acc=0.828
[E18] batch 0370 | loss=0.6486 | acc=0.793
[E18] batch 0380 | loss=0.6652 | acc=0.809
[E18] batch 0390 | loss=0.6430 | acc=0.832
[E18] batch 0400 | loss=0.6435 | acc=0.836
[E18] batch 0410 | loss=0.6462 | acc=0.820
[E18] batch 0420 | loss=0.6690 | acc=0.797
[E18] batch 0430 | loss=0.6639 | acc=0.816
[E18] batch 0440 | loss=0.6775 | acc=0.797
[E18] batch 0450 | loss=0.7232 | acc=0.777
[E18] batch 0460 | loss=0.6565 | acc=0.809
[E18] batch 0470 | loss=0.6854 | acc=0.781
[E18] batch 0480 | loss=0.6375 | acc=0.828
[E18] batch 0490 | loss=0.6355 | acc=0.824
[E18] batch 0500 | loss=0.6545 | acc=0.801
[E18] batch 0510 | loss=0.6449 | acc=0.783
[E18] total_loss=341.747 | VAL acc=0.886 | F1=0.715 | kappa=0.779
[E19] batch 0000 | loss=0.6900 | acc=0.812
[E19] batch 0010 | loss=0.6970 | acc=0.781
[E19] batch 0020 | loss=0.7206 | acc=0.797
[E19] batch 0030 | loss=0.6708 | acc=0.824
[E19] batch 0040 | loss=0.6995 | acc=0.812
[E19] batch 0050 | loss=0.6336 | acc=0.816
[E19] batch 0060 | loss=0.6976 | acc=0.777
[E19] batch 0070 | loss=0.6856 | acc=0.785
[E19] batch 0080 | loss=0.6389 | acc=0.836
[E19] batch 0090 | loss=0.7097 | acc=0.797
[E19] batch 0100 | loss=0.6781 | acc=0.820
[E19] batch 0110 | loss=0.6350 | acc=0.848
[E19] batch 0120 | loss=0.6809 | acc=0.812
[E19] batch 0130 | loss=0.6394 | acc=0.848
[E19] batch 0140 | loss=0.6584 | acc=0.824
[E19] batch 0150 | loss=0.6598 | acc=0.812
[E19] batch 0160 | loss=0.6850 | acc=0.789
[E19] batch 0170 | loss=0.7579 | acc=0.785
[E19] batch 0180 | loss=0.6139 | acc=0.832
[E19] batch 0190 | loss=0.6765 | acc=0.797
[E19] batch 0200 | loss=0.6529 | acc=0.824
[E19] batch 0210 | loss=0.6376 | acc=0.836
[E19] batch 0220 | loss=0.6202 | acc=0.840
[E19] batch 0230 | loss=0.7028 | acc=0.801
[E19] batch 0240 | loss=0.6923 | acc=0.793
[E19] batch 0250 | loss=0.6726 | acc=0.809
[E19] batch 0260 | loss=0.7257 | acc=0.785
[E19] batch 0270 | loss=0.6691 | acc=0.797
[E19] batch 0280 | loss=0.5753 | acc=0.859
[E19] batch 0290 | loss=0.6488 | acc=0.801
[E19] batch 0300 | loss=0.7351 | acc=0.785
[E19] batch 0310 | loss=0.6132 | acc=0.832
[E19] batch 0320 | loss=0.5896 | acc=0.855
[E19] batch 0330 | loss=0.6788 | acc=0.812
[E19] batch 0340 | loss=0.6081 | acc=0.816
[E19] batch 0350 | loss=0.6936 | acc=0.805
[E19] batch 0360 | loss=0.5965 | acc=0.867
[E19] batch 0370 | loss=0.7238 | acc=0.801
[E19] batch 0380 | loss=0.6683 | acc=0.793
[E19] batch 0390 | loss=0.6410 | acc=0.824
[E19] batch 0400 | loss=0.6698 | acc=0.812
[E19] batch 0410 | loss=0.6702 | acc=0.801
[E19] batch 0420 | loss=0.6674 | acc=0.801
[E19] batch 0430 | loss=0.7195 | acc=0.781
[E19] batch 0440 | loss=0.6959 | acc=0.773
[E19] batch 0450 | loss=0.6901 | acc=0.797
[E19] batch 0460 | loss=0.7118 | acc=0.762
[E19] batch 0470 | loss=0.7411 | acc=0.785
